RUN_ID	MODE	STOPWORDS	MIN_FREQ	MIN_PMI	MAP	POSTINGS_COST	DICT_SIZE	TERMS_SIZE	NGRAMS	AVGDL	SUMDF
20250821_183032_phrases_english_-1_9_0	phrases	english	9	0	0.2363	663.6460	2586	108956	760	77.82571428571428	73877
20250821_183140_phrases_english_-1_9_1	phrases	english	9	1	0.2360	665.9912	2584	108956	758	77.82571428571428	73814
20250821_183247_phrases_english_-1_9_2	phrases	english	9	2	0.2367	671.0000	2572	109008	746	77.86285714285714	73713
20250821_183354_phrases_english_-1_9_3	phrases	english	9	3	0.2375	681.9646	2546	109180	720	77.98571428571428	73670
20250821_183457_phrases_english_-1_9_4	phrases	english	9	4	0.2466	705.5221	2482	109843	656	78.45928571428571	73615
20250821_183604_phrases_english_-1_9_5	phrases	english	9	5	0.2439	779.6991	2392	111075	566	79.33928571428571	73618
20250821_183708_phrases_english_-1_9_6	phrases	english	9	6	0.2572	877.6903	2263	112722	437	80.51571428571428	73737
20250821_183815_phrases_english_-1_9_7	phrases	english	9	7	0.2706	1021.4867	2134	115185	308	82.275	73839
20250821_183919_phrases_english_-1_9_8	phrases	english	9	8	0.2978	1169.7434	2007	119663	181	85.47357142857143	74601
20250821_184024_phrases_english_-1_9_9	phrases	english	9	9	0.2989	1224.3894	1930	122062	104	87.18714285714286	75124
20250821_184129_phrases_english_-1_9_10	phrases	english	9	10	0.3031	1241.8142	1885	123339	58	88.09928571428571	75539
20250821_184233_phrases_english_-1_9_11	phrases	english	9	11	0.3069	1245.0354	1858	123770	31	88.40714285714286	75702
20250821_184338_phrases_english_-1_9_12	phrases	english	9	12	0.3087	1246.6460	1840	124073	12	88.62357142857142	75818
20250821_184440_phrases_english_-1_9_13	phrases	english	9	13	0.3104	1247.0354	1832	124199	3	88.71357142857143	75872
20250821_184542_phrases_english_-1_9_14	phrases	english	9	14	0.3103	1247.0354	1830	124230	0	88.73571428571428	75890
20250821_184643_phrases_english_-1_9_15	phrases	english	9	15	0.3103	1247.0354	1830	124230	0	88.73571428571428	75890
20250821_184744_phrases_english_-1_9_16	phrases	english	9	16	0.3103	1247.0354	1830	124230	0	88.73571428571428	75890
20250821_184846_phrases_english_-1_9_17	phrases	english	9	17	0.3103	1247.0354	1830	124230	0	88.73571428571428	75890
20250821_184947_phrases_english_-1_9_24	phrases	english	9	24	0.3103	1247.0354	1830	124230	0	88.73571428571428	75890
20250821_185048_phrases_english_-1_9_48	phrases	english	9	48	0.3103	1247.0354	1830	124230	0	88.73571428571428	75890
20250821_185148_phrases_english_-1_10_0	phrases	english	10	0	0.2345	659.1062	2384	108086	665	77.20428571428572	72858
20250821_185253_phrases_english_-1_10_1	phrases	english	10	1	0.2343	661.3982	2382	108086	663	77.20428571428572	72793
20250821_185400_phrases_english_-1_10_2	phrases	english	10	2	0.2350	670.6106	2375	108129	656	77.235	72741
20250821_185504_phrases_english_-1_10_3	phrases	english	10	3	0.2360	676.0265	2352	108284	633	77.34571428571428	72700
20250821_185610_phrases_english_-1_10_4	phrases	english	10	4	0.2450	698.3186	2298	108895	579	77.78214285714286	72637
20250821_185716_phrases_english_-1_10_5	phrases	english	10	5	0.2437	771.5929	2220	110076	501	78.62571428571428	72645
20250821_185821_phrases_english_-1_10_6	phrases	english	10	6	0.2579	871.0088	2108	111644	389	79.74571428571429	72756
20250821_185928_phrases_english_-1_10_7	phrases	english	10	7	0.2687	1012.4071	1992	114024	273	81.44571428571429	72840
20250821_190034_phrases_english_-1_10_8	phrases	english	10	8	0.2945	1160.0354	1878	118417	159	84.58357142857143	73574
20250821_190141_phrases_english_-1_10_9	phrases	english	10	9	0.2965	1214.4336	1810	120744	91	86.24571428571429	74083
20250821_190246_phrases_english_-1_10_10	phrases	english	10	10	0.3012	1231.0000	1770	121970	51	87.12142857142857	74476
