RUN_ID	MODE	STOPWORDS	MIN_FREQ	MIN_PMI	MAP	POSTINGS_COST	DICT_SIZE	TERMS_SIZE	NGRAMS	AVGDL	SUMDF
20250821_192411_phrases_english_-1_11_10	phrases	english	11	10	0.3216	1306.1111	1675	120836	45	86.31142857142858	73640
20250821_192514_phrases_english_-1_11_11	phrases	english	11	11	0.3287	1313.0278	1651	121253	21	86.60928571428572	73802
20250821_192619_phrases_english_-1_11_12	phrases	english	11	12	0.3349	1316.8611	1636	121524	6	86.80285714285715	73896
20250821_192722_phrases_english_-1_11_13	phrases	english	11	13	0.3371	1317.3333	1632	121616	1	86.86857142857143	73940
20250821_192826_phrases_english_-1_11_14	phrases	english	11	14	0.3371	1317.3333	1631	121629	0	86.87785714285714	73948
20250821_192926_phrases_english_-1_11_15	phrases	english	11	15	0.3371	1317.3333	1631	121629	0	86.87785714285714	73948
20250821_193028_phrases_english_-1_11_16	phrases	english	11	16	0.3371	1317.3333	1631	121629	0	86.87785714285714	73948
20250821_193130_phrases_english_-1_11_17	phrases	english	11	17	0.3371	1317.3333	1631	121629	0	86.87785714285714	73948
20250821_193231_phrases_english_-1_11_24	phrases	english	11	24	0.3371	1317.3333	1631	121629	0	86.87785714285714	73948
20250821_193332_phrases_english_-1_11_48	phrases	english	11	48	0.3371	1317.3333	1631	121629	0	86.87785714285714	73948
20250821_193434_phrases_english_-1_16_0	phrases	english	16	0	0.2923	840.3889	1636	105876	341	75.62571428571428	69335
20250821_193542_phrases_english_-1_16_1	phrases	english	16	1	0.2922	844.8333	1635	105876	340	75.62571428571428	69280
20250821_193650_phrases_english_-1_16_2	phrases	english	16	2	0.2922	846.0000	1632	105914	337	75.65285714285714	69255
20250821_193800_phrases_english_-1_16_3	phrases	english	16	3	0.2909	849.6389	1626	105979	331	75.69928571428571	69229
20250821_193906_phrases_english_-1_16_4	phrases	english	16	4	0.2889	860.3333	1601	106384	306	75.98857142857143	69176
20250821_194014_phrases_english_-1_16_5	phrases	english	16	5	0.2928	889.9722	1561	107293	266	76.63785714285714	69150
20250821_194123_phrases_english_-1_16_6	phrases	english	16	6	0.2978	981.6667	1510	108396	215	77.42571428571429	69226
20250821_194231_phrases_english_-1_16_7	phrases	english	16	7	0.3091	1043.7500	1444	110382	149	78.84428571428572	69303
